grades,sports,fincome,ses,workage,hmwktime,female,academic,remedial,advanced,_pscore,_treated,_support,_weight,_n1,_nn,_grades,_id,_pdif,set,diff
2.5,0,6,1,11,3,1,0,0,0,.178145781659424,0,1,,886,1,2.5,81,.0007854094565468,,
2,1,4,2,15,4,0,0,1,0,.4595832106044809,1,1,1,673,1,2.5,1131,.000230442826106,211,.00023044282
2.5,1,7,3,15,4,0,0,0,0,.4808753285524485,1,1,,715,1,2.5,1160,.0003128362838889,326,.00059487059
1,0,7,3,14,4,1,0,0,0,.2363072019017631,0,1,1,935,1,.5,279,.0000765950079548,,
4,1,3,2,13,7,1,1,0,1,.3633533247202217,1,1,1,514,1,4,1032,.000217936703043,197,.0002179367
3,0,7,3,15,4,0,1,0,1,.5743349176596064,0,1,6,1274,1,3.5,807,0,59,0
1,0,5,2,14,4,1,0,0,1,.2099947559501494,0,1,,914,1,3,190,.0006733801646442,,
1,1,4,2,16,3,0,0,1,0,.4205415566018604,1,1,4,604,1,2,1080,0,40,0
2.5,0,3,2,16,5,1,0,0,1,.2164791641732814,0,1,,920,1,2,222,.0001946835239831,,
2.5,0,5,2,16,5,1,0,1,0,.2364816733715385,0,1,,935,1,.5,281,.0000978764618205,,
2,1,5,1,15,5,1,0,1,0,.2166738476972645,1,1,4,223,1,3.5,920,.0000686506973725,106,.000068650697
3,0,3,1,16,3,0,0,1,1,.3904607640729097,0,1,,1054,1,4,565,.0000807452103146,490,.22024456
2.5,0,3,1,14,4,1,0,0,0,.1763767256621168,0,1,,886,1,2.5,76,.0009836465407604,,
2.5,1,2,1,21,3,1,0,1,1,.1422985788579263,1,1,9,13,1,2,868,.0001399773227321,169,.00013997732
3.5,0,2,2,15,4,1,0,0,1,.1957937461605009,0,1,1,899,1,2.5,132,.0000228972678026,90,.000022897268
4,0,7,3,16,5,1,1,0,1,.3302010203802277,0,1,,1005,1,4,467,.0000222814186491,,
2,0,5,1,15,4,1,0,0,0,.1770732920027091,0,1,,886,1,2.5,77,.0002870802001682,,
3,0,2,1,16,4,1,0,0,0,.1643145770068386,0,1,,880,1,4,46,.0000653445529607,,
3,0,4,1,16,3,0,1,1,1,.4802804579361609,0,1,,1159,1,2.5,713,.0002477556894737,326,.00059487059
4,1,2,1,19,2,0,0,1,1,.3355058821799088,1,1,,473,1,3,1009,.000405561497661,272,.0004055615
2.5,0,4,2,17,2,1,0,0,0,.1466515764844497,0,1,,870,1,3.5,18,.0003267260012604,,
3.5,0,4,1,16,3,1,0,1,1,.1694589872658742,0,1,,882,1,3,60,.0001570693984136,,
2,0,5,3,16,6,1,1,0,0,.3455561808816149,0,1,,1018,1,4,490,.0003264637146951,,
3,0,6,2,13,3,1,0,0,0,.1907450203971628,0,1,,895,1,3.5,116,.0003309093670765,,
2,0,1,1,14,4,0,1,0,0,.4826111083821532,0,1,1,1162,1,3.5,718,.0004675648466128,293,.00046756485
3.5,0,4,3,15,5,1,0,0,0,.2457202274427997,0,1,1,941,1,2.5,307,.0000914496935132,131,.000091449692
3,1,6,2,14,5,1,0,1,0,.2514133439998977,1,1,3,324,1,3.5,944,.000101165024561,138,.00010116502
3.5,0,2,1,14,5,0,0,0,1,.4390995111077312,0,1,,1107,1,2,639,.0004741377512539,420,.0034488356
3.5,1,4,2,15,4,0,0,0,1,.4416598933705658,1,1,2,644,1,3,1108,0,44,0
2.5,0,7,3,15,4,1,1,0,0,.3019952811568624,0,1,1,985,1,2.5,420,.0000712911250687,107,.000071291128
2,0,7,3,14,6,1,1,0,0,.3672554122353582,0,1,1,1035,1,2,519,.0001394446458071,168,.00013944464
2.5,0,7,3,15,6,1,0,0,1,.2882840247087998,0,1,,976,1,3.5,393,.0001181313672824,,
3.5,0,7,3,12,6,0,1,0,0,.6505007767015583,0,1,4,1352,1,3.5,855,.0009575822355629,359,.00095758226
2.5,0,6,3,16,6,1,0,1,0,.2938287507996305,0,1,,979,1,3.5,404,.0014319467085388,,
3,1,6,3,13,4,0,1,1,0,.6022293161811272,1,1,,829,1,4,1314,.0006880078306609,366,.0010363442
2,1,6,2,16,6,0,0,1,1,.5316978247233697,1,1,1,770,1,2.5,1225,.0000874379163184,126,.000087437918
3.5,0,3,1,21,5,1,0,1,0,.1799044021622052,0,1,,887,1,3,86,.0002859413947321,,
2.5,1,5,2,13,4,0,1,1,0,.5652148313998844,1,1,,804,1,1,1264,.0014972020139136,461,.121558
4,0,5,2,16,6,1,1,0,1,.3211954820932581,0,1,,996,1,3,451,0,27,0
4,0,5,2,13,4,0,1,0,1,.5473329888842517,0,1,1,1243,1,3,783,.0004376345112231,277,.0004376345
3.5,0,4,2,13,3,0,1,0,1,.5110945988423792,0,1,2,1195,1,2.5,752,5.87395571860e-06,84,5.8739556e-06
2,0,2,1,14,6,1,0,1,0,.2369202617744962,0,1,1,936,1,3,282,.0001746494514314,180,.00017464945
2.5,0,4,2,12,2,1,0,0,0,.1689420518270416,0,1,,882,1,3,58,.0006740048372462,,
3,1,3,1,12,3,1,1,1,1,.2499036206885773,1,1,6,322,1,3,943,.0000179817522402,88,.000017981753
2.5,0,4,2,17,4,0,0,0,0,.4203145403194595,0,1,,1080,1,1,603,.000227016282401,477,.16734229
2.5,0,3,2,17,4,1,0,1,0,.2010475044220308,0,1,,903,1,3,155,.0001588917716556,225,.00024039065
2.5,0,5,3,13,3,1,0,0,0,.2114408086208031,0,1,,915,1,2.5,198,.000525598984788,,
2.5,1,7,3,11,4,0,0,1,0,.5353270029596989,1,1,1,774,1,1,1232,.0002365900059693,221,.00023659
3,0,3,2,12,7,0,1,0,0,.6332514496680605,0,1,1,1344,1,2.5,848,.0005353137340226,312,.00053531374
3.5,0,1,1,13,5,1,0,1,0,.215100750376519,0,1,,919,1,3.5,217,.0002681580001105,,
2.5,0,3,3,13,6,0,1,1,1,.6575058390873386,0,1,2,1359,1,3,857,.0001775095998248,182,.0001775096
3.5,0,3,1,14,3,1,0,0,0,.1563011966556012,0,1,,873,1,2.5,32,.0010496180315309,,
1,0,2,2,16,4,1,0,0,0,.1860466859406784,0,1,,891,1,3.5,104,.0000848499264131,302,.00049054931
2,0,3,1,16,4,0,0,0,0,.3906994293282191,0,1,,1055,1,3,567,.0000965537353025,489,.21967772
3.5,1,1,1,21,3,0,0,0,0,.3185508002325326,1,1,2,445,1,3,993,.0000232667931399,91,.000023266794
2.5,0,3,1,15,4,0,0,0,0,.3978227047904399,0,1,2,1061,1,2.5,579,0,38,0
3.5,1,3,1,12,4,1,0,0,0,.1861315358670915,1,1,8,105,1,1,891,0,11,0
2.5,1,6,3,14,6,0,1,0,0,.6327161359340379,1,1,2,848,1,3,1344,.0005353137340226,312,.00053531374
3,1,7,3,13,7,0,1,0,1,.6793869237178852,1,1,,862,1,3.5,1371,.0062189709794795,508,.30661076
4,0,6,2,11,6,0,1,0,1,.6283825227874487,0,1,1,1338,1,3,845,.0001197580670131,149,.00011975806
4,0,7,3,17,1,1,1,0,1,.2177169900212334,0,1,1,921,1,2.5,225,.0000955565077546,133,.000095556505
2.5,0,4,2,14,5,0,1,1,0,.5853547684768519,0,1,5,1293,1,3,818,.0002205894401034,199,.00022058944
3,1,7,3,16,4,0,1,0,1,.5670669826632194,1,1,,804,1,1,1266,.0003549492494215,462,.12364292
3,1,4,2,15,4,1,1,0,1,.2684604815779207,1,1,,366,1,3,959,.0001021896060426,412,.0028073681
3.5,0,4,1,17,5,0,0,0,0,.4188274951696233,0,1,3,1078,1,3,598,.000487943203169,301,.00048794321
3.5,0,2,2,16,1,1,0,1,0,.1419683902317921,0,1,,868,1,2.5,12,.0003301886261343,,
3.5,0,2,2,15,1,1,0,1,1,.1501709388713738,0,1,,871,1,1,22,.0008471938875139,,
1,0,6,3,16,3,0,0,1,0,.4621600980451065,0,1,,1135,1,2.5,678,.0003339852627761,382,.0014007362
3.5,0,7,2,14,6,1,0,0,0,.2605917658734939,0,1,,949,1,3,349,.0012562315141467,,
3,0,6,3,12,1,0,1,0,1,.4963333338371274,0,1,2,1180,1,3.5,735,.0004621042447124,290,.00046210425
2.5,0,7,3,14,4,1,0,0,0,.2363072019017631,0,1,,935,1,.5,280,.0000765950079548,111,.00007659501
2.5,0,4,2,16,4,1,0,0,1,.1965368426550133,0,1,,899,1,2.5,135,.0007201992267099,,
4,0,7,2,14,5,1,0,1,1,.2603898854283737,0,1,,949,1,3,347,.0010543510690265,,
3,0,6,2,15,4,1,0,0,0,.2028007615918712,0,1,,907,1,1,159,.0004761527101378,,
3.5,1,6,2,11,5,1,0,1,1,.275182821289868,1,1,,381,1,3.5,964,.0003963330896283,349,.00077838323
2.5,1,7,3,14,7,0,1,0,0,.6664633120781864,1,1,,861,1,4,1364,.0023940263794947,411,.0027970679
2.5,1,7,3,12,7,0,1,0,0,.6798171441630166,1,1,,862,1,3.5,1372,.006649191424611,510,.3070443
4,0,3,2,11,7,0,1,0,1,.6466509611390159,0,1,2,1349,1,3,852,.0005284996465781,311,.00052849966
3.5,0,7,3,13,7,0,1,0,0,.6731679527384057,0,1,8,1367,1,4,862,.000433877752764,276,.00043387775
3.5,1,6,3,14,4,0,1,0,1,.5774341104323446,1,1,1,809,1,4,1283,.0010210079500105,365,.001021008
2,0,5,2,17,5,1,0,0,0,.2122144454835292,0,1,,915,1,2.5,205,.0002480378779381,,
3,0,6,3,16,6,1,1,0,0,.3494712589011518,0,1,,1020,1,3,496,.0008765048519964,,
3.5,1,6,3,17,5,0,1,0,1,.5871887038836651,1,1,1,820,1,3,1295,.0002260706365472,205,.00022607064
2.5,0,6,3,14,5,1,0,0,0,.2583907349228502,0,1,,947,1,2.5,336,.0001830050846426,,
2.5,0,7,3,14,4,0,0,0,0,.4882540068499754,0,1,1,1172,1,2.5,725,.0002256671643414,204,.00022566716
3,1,6,2,15,4,0,0,1,0,.4680038702752444,1,1,1,685,1,1,1144,0,50,0
3.5,0,3,2,11,1,0,0,1,0,.3898973171369762,0,1,1,1053,1,2,562,.0002283925175754,207,.00022839251
3.5,1,4,2,16,6,0,1,1,1,.6088850421664431,1,1,1,834,1,1,1321,.0000841528179049,118,.000084152816
2,1,1,1,15,6,0,1,0,0,.539398479007111,1,1,2,776,1,4,1236,.0005945767831759,325,.00059457676
3.5,1,6,2,13,5,0,1,1,1,.6074288354622766,1,1,1,832,1,4,1319,.0003449742905561,257,.00034497428
4,1,4,3,13,4,0,1,0,1,.5763827256625254,1,1,1,808,1,3.5,1279,5.76819759168e-06,472,.15341079
3.5,1,6,3,15,5,1,1,1,1,.3561158879061379,1,1,,505,1,3,1027,.0010003992759747,398,.0021820727
3.5,1,6,3,15,7,0,1,0,1,.6621609832606825,1,1,3,859,1,4,1362,0,64,0
3.5,0,6,2,11,2,1,1,0,1,.2472177775865026,0,1,,942,1,3.5,312,.000650804901553,,
3,0,4,3,16,5,1,1,1,0,.3351003206822478,0,1,1,1008,1,2.5,473,.0002256652820757,272,.0004055615
2.5,1,1,1,17,3,0,0,1,1,.3753095010309934,1,1,2,533,1,3,1039,.0001776228197604,183,.00017762282
.5,1,2,2,14,3,1,1,0,0,.2363837969097179,1,1,4,279,1,1,935,.0000765950079548,111,.00007659501
2.5,0,2,1,16,5,1,1,0,0,.2487929443816032,0,1,,942,1,3.5,317,.0009243618935476,,
2.5,1,2,1,16,5,0,1,0,1,.5110887248866606,1,1,2,752,1,3.5,1195,5.87395571860e-06,84,5.8739556e-06
3,0,6,2,12,4,0,1,0,0,.5520039574253072,0,1,,1249,1,2.5,792,.0003387195873288,443,.010998051
4,0,5,3,16,6,1,0,0,0,.2691396938467654,0,1,1,961,1,2,367,.0006041609359983,331,.00060416094
2,0,5,2,11,3,0,0,1,0,.4612194556480612,0,1,,1133,1,3,675,0,48,0
3,0,3,1,11,1,0,0,1,0,.3579639310488911,0,1,,1028,1,3.5,506,.0015290844116118,388,.0015290844
3,0,6,2,15,4,0,0,0,0,.4431947627100812,0,1,1,1110,1,2,647,5.81655007659e-06,78,5.8165501e-06
2,0,3,2,21,3,1,0,1,0,.1604916799658992,0,1,,876,1,4,39,.0008612460897679,356,.00086124608
3.5,0,7,3,16,4,1,1,0,1,.3015760897603288,0,1,,984,1,4,419,0,24,0
2.5,1,1,1,15,5,1,0,0,0,.187148840575123,1,1,2,106,1,2.5,894,.0007268171028735,344,.00072681712
4,1,6,3,15,6,1,1,0,1,.3628199381506371,1,1,,514,1,4,1031,.0007513232726277,375,.0012277605
2,1,6,2,15,3,0,0,0,0,.4116164079040744,1,1,4,591,1,3,1071,5.73141206983e-06,76,5.7314119e-06
2,0,3,1,17,4,0,0,0,0,.3836126469048561,0,1,,1046,1,2.5,552,.000548553209292,494,.24566516
3.5,1,1,1,15,3,1,0,0,0,.1469783024857101,1,1,2,19,1,2,870,0,2,0
1,0,3,1,16,2,0,0,1,0,.3534806182574893,0,1,1,1022,1,3.5,502,.0003092879229916,241,.00030928792
2.5,0,4,2,13,3,0,0,1,0,.4423636991959864,0,1,,1109,1,4,646,.0004746379582068,464,.12859917
3.5,1,3,1,14,6,0,0,0,0,.4683382841646022,1,1,2,687,1,2,1145,5.85771448908e-06,81,5.8577143e-06
1,0,2,1,17,2,1,0,1,1,.1408462547930639,0,1,,868,1,2.5,11,.0014523240648624,,
1,0,5,2,21,5,0,0,1,0,.451675302715201,0,1,2,1118,1,2,666,.0005688382722492,320,.00056883827
1,0,4,1,12,5,0,0,1,0,.4801569465275992,0,1,,1159,1,2.5,712,.0003712670980354,447,.03371517
3.5,0,2,1,21,1,1,0,1,1,.1091467235156685,0,1,,865,1,2.5,1,.0085400445732555,,
2.5,1,3,1,14,4,0,0,1,0,.429404107325522,1,1,2,623,1,3.5,1089,0,41,0
3.5,0,2,1,14,5,1,0,0,0,.1950752019623817,0,1,,898,1,2.5,131,.0003917900204566,,
3.5,0,6,3,13,6,1,1,0,0,.370239467926369,0,1,,1037,1,4,525,.000453999796599,,
3,0,6,3,15,4,0,1,1,1,.5946059784350786,0,1,3,1308,1,4,826,.0002410290608441,226,.00024102906
3.5,0,5,2,15,3,1,1,1,0,.2603994030550061,0,1,,949,1,3,348,.0010638686956589,,
2.5,0,1,2,11,5,0,0,1,0,.5084876560745429,0,1,1,1194,1,3.5,748,.0000866044533212,124,.00008660445
3.5,0,5,2,13,7,1,0,1,1,.3142639360791419,0,1,,991,1,3.5,435,.001712401925889,,
2,1,6,3,15,3,0,0,1,1,.4764058802535244,1,1,1,705,1,2.5,1153,.0000992918856071,137,.000099291887
3.5,1,3,1,12,6,0,0,0,0,.4830786732287659,1,1,3,718,1,2,1162,.0004675648466128,293,.00046756485
3.5,1,5,2,16,4,0,0,0,0,.4317260194336145,1,1,,625,1,3,1092,0,42,0
3,0,5,1,11,4,0,0,0,0,.4349629111793687,0,1,,1098,1,2.5,630,.0001901552938791,329,.00059790071
3.5,0,2,2,13,5,1,0,0,0,.2246702033024419,0,1,1,925,1,3.5,249,0,20,0
2.5,0,2,2,15,4,1,1,1,0,.2764592019291884,0,1,,966,1,3,383,.0001942123296654,306,.00050573051
2.5,0,4,1,14,4,1,1,0,0,.2417784822776692,0,1,,940,1,1,299,.0005172272804045,,
3.5,0,5,1,16,6,1,1,0,0,.2857018082912572,0,1,1,972,1,3.5,390,0,22,0
4,1,1,2,11,6,0,1,0,1,.6081822294748878,1,1,1,833,1,3,1320,.0001332116499327,164,.00013321165
2,1,3,2,12,4,0,1,1,1,.5709628715733707,1,1,,806,1,3.5,1270,.0009079796116843,464,.12859917
3.5,0,2,1,15,5,1,0,0,1,.1947437788834557,0,1,,898,1,2.5,128,.0000603669415306,,
3.5,0,7,2,21,4,1,0,1,1,.1970441490577718,0,1,,900,1,2.5,141,.0003987555192027,,
3.5,1,5,2,21,4,1,0,0,0,.1702152917303929,1,1,1,62,1,3,883,0,6,0
3.5,0,4,2,13,7,1,1,0,0,.3608381114165962,0,1,1,1030,1,2,512,.0001331039335501,163,.00013310394
2.5,1,3,1,11,1,0,0,0,0,.334874655400172,1,1,4,472,1,2.5,1008,0,29,0
3,0,3,2,15,3,1,0,1,0,.189055878149803,0,1,,895,1,3.5,110,.0013582328802834,,
1,1,6,3,16,6,0,0,1,0,.5582567549757005,1,1,,799,1,3,1255,.0010419324327827,432,.0055977781
3.5,1,3,1,12,4,1,1,0,1,.2556341893112469,1,1,7,332,1,2,945,.0002049296928258,188,.00020492969
4,0,3,1,11,6,1,0,1,1,.2634287994379575,0,1,,951,1,4,354,.0009774975009648,,
3.5,0,3,2,15,5,1,0,1,0,.2356543520989248,0,1,,933,1,2.5,275,.0001786662578974,308,.00051843043
3.5,0,5,1,14,4,1,0,1,1,.2037860968917378,0,1,,907,1,1,163,.0005091825897288,,
2.5,0,3,2,15,4,1,0,1,0,.2116045955879884,0,1,,915,1,2.5,200,.0003618120176027,,
3.5,0,2,1,15,3,1,0,1,0,.1644583620236963,0,1,,880,1,4,48,.0000784404638969,,
3.5,0,4,2,12,2,1,0,0,1,.1733403752403477,0,1,,885,1,3.5,70,.0003044775871193,,
1,0,7,3,14,2,0,0,1,0,.4491176536753694,0,1,,1116,1,3.5,664,.0003269386697998,395,.0019584936
2.5,0,1,1,12,5,0,0,1,0,.4675012846188994,0,1,1,1143,1,3.5,684,.0002716970676302,239,.00027169706
4,0,6,2,13,4,0,1,0,1,.5515283071345191,0,1,1,1248,1,3.5,791,.000586775034554,323,.00058677502
3,0,5,2,12,4,0,1,0,1,.5546567829127561,0,1,1,1251,1,3,797,.000349999430497,260,.00034999943
2,0,6,2,13,4,1,0,0,0,.2134116403572511,0,1,1,916,1,4,212,.0004138122403638,273,.00041381223
3.5,0,2,1,15,4,0,0,0,0,.3937399910281076,0,1,,1058,1,3,572,.0002391829424961,488,.21569647
3,0,6,2,14,3,1,0,1,0,.2029647170752887,0,1,,907,1,1,160,.0003121972267203,,
2.5,0,2,1,15,4,1,0,1,0,.1851842146153785,0,1,,891,1,3.5,100,.000947321251713,,
3,0,4,2,16,2,0,0,1,0,.3893463933811543,0,1,2,1052,1,2,561,0,33,0
3,0,1,1,14,5,1,0,0,0,.1921659837720986,0,1,,896,1,1,119,.000388213463347,,
4,0,3,1,21,4,1,0,0,0,.1448386443044247,0,1,,869,1,2.5,16,.0003273669618381,,
3,0,5,2,16,4,1,0,1,0,.2123828558914575,0,1,,915,1,2.5,208,.0004164482858664,,
3,0,4,2,13,5,0,0,1,1,.5133053235558527,0,1,1,1201,1,3,755,0,54,0
2,0,1,1,15,3,1,0,0,0,.1469783024857101,0,1,1,870,1,3.5,19,0,2,0
2,1,4,1,14,1,1,0,0,0,.1229820016312187,1,1,,3,1,4,866,.0042977360819648,430,.0052806451
2,1,1,1,16,5,1,0,0,0,.182213527276743,1,1,2,91,1,2.5,889,.0003795326164096,267,.0003795326
3.5,0,3,1,16,7,1,1,0,1,.3122938800298968,0,1,,990,1,4,433,.0024876700000392,,
3.5,0,5,2,16,3,1,0,0,1,.1777500268647625,0,1,,886,1,2.5,79,.0003896546618853,,
1,1,5,3,15,5,0,0,0,0,.5045329598771618,1,1,1,743,1,2,1192,.0001263438584975,154,.00012634386
2.5,0,3,1,14,3,0,1,0,1,.4658868342179521,0,1,,1141,1,2.5,682,.0005712225660771,368,.0010492445
3,1,4,2,16,4,0,0,0,1,.4343650104839399,1,1,,629,1,2,1096,.0005652922516365,329,.00059790071
2.5,0,4,1,16,4,0,0,1,0,.4190543364239917,0,1,,1079,1,3.5,600,.0003343366303343,367,.0010489369
2.5,0,4,2,21,5,1,0,1,0,.205876659550751,0,1,1,910,1,2.5,178,.0002480156046507,231,.0002480156
2,1,4,1,13,1,0,0,0,0,.3253053594169416,1,1,2,459,1,3.5,1002,.0002069372672946,191,.00020693727
2.5,1,5,2,12,3,0,0,1,0,.4538770978808582,1,1,1,667,1,2.5,1120,0,47,0
2.5,0,5,2,12,4,1,0,1,0,.2344893818721815,0,1,,931,1,4,273,4.52093565143e-06,,
3,0,3,1,14,3,1,0,0,0,.1563011966556012,0,1,,873,1,2.5,33,.0010496180315309,,
3.5,1,5,2,16,6,1,1,0,1,.3211954820932581,1,1,,450,1,3.5,997,0,65,0
2,0,3,1,14,3,1,0,0,0,.1563011966556012,0,1,,873,1,2.5,34,.0010496180315309,,
2,0,3,2,12,3,0,0,0,0,.4208761502880716,0,1,,1080,1,1,606,.0003345936862111,475,.16392444
2.5,0,4,2,14,4,1,0,0,0,.2020434808959683,0,1,1,906,1,3,157,0,13,0
3,0,1,1,15,6,0,0,1,0,.4774450780387728,0,1,1,1156,1,2.5,709,.0003653224256606,266,.00036532243
3.5,1,6,2,15,5,0,0,0,0,.4751382773604952,1,1,5,703,1,2.5,1151,.0002311936063997,214,.00023119361
4,1,4,2,14,3,0,0,1,1,.4418890612377797,1,1,2,645,1,2.5,1109,.0000981238331177,135,.000098123834
3,0,2,1,11,3,1,0,1,0,.1834595762331429,0,1,,890,1,2,94,.0001815003595868,,
3,0,2,1,15,4,1,0,0,0,.1689383393983541,0,1,,882,1,3,56,.0006777172659338,,
3.5,1,6,1,15,5,1,1,0,0,.2684877948554909,1,1,,366,1,3,960,.0001295028836128,399,.0022016135
2,1,1,1,16,3,0,0,1,1,.3823504119873281,1,1,2,549,1,2,1044,5.61882627748e-06,75,5.6188264e-06
4,1,6,2,11,4,0,1,1,1,.5906155322784852,1,1,1,823,1,3,1301,.0001230831199057,151,.00012308313
3,1,4,2,13,5,0,0,1,1,.5133053235558527,1,1,1,755,1,3,1201,0,54,0
2.5,0,4,2,15,5,1,0,1,0,.2389284335410094,0,1,,937,1,3.5,288,.0015699839816987,,
2.5,0,5,2,13,3,0,0,1,0,.4465504703403083,0,1,1,1114,1,2,656,0,46,0
4,1,6,3,13,6,0,1,1,1,.6691105380247174,1,1,,862,1,3.5,1366,.0040574147136883,505,.29231656
3,0,7,2,16,2,0,0,1,0,.4015913823860262,0,1,,1063,1,3.5,583,.0010348577721307,481,.19073786
3,1,3,1,11,1,0,1,0,1,.4242182301862878,1,1,4,614,1,2.5,1082,.0000913311664505,130,.000091331167
3.5,0,3,1,16,6,1,0,0,0,.2103372074403407,0,1,,914,1,3,192,.0010158316548355,,
3,0,3,2,16,5,1,0,0,0,.2114365465191263,0,1,,915,1,2.5,197,.0005298610864649,,
2.5,0,5,1,15,3,0,0,0,0,.3751262922430422,0,1,1,1039,1,2.5,532,.0001832087879512,200,.00022106651
3,1,2,1,14,4,0,1,0,0,.4868358220605124,1,1,,723,1,2.5,1170,.0003411677084022,401,.0022166225
2,0,7,3,14,7,0,1,1,0,.68890669147616,0,1,3,1374,1,3.5,863,.002924053166562,439,.00699845
2.5,0,6,3,15,4,0,0,0,1,.4835494460797995,0,1,2,1163,1,2.5,719,.0002393390275871,224,.00023933903
3.5,0,3,1,15,7,1,0,0,0,.2400233946587406,0,1,,937,1,3.5,292,.0004750228639676,,
2.5,0,2,1,12,6,1,1,1,0,.3223441243935737,0,1,,1000,1,3.5,452,.0002154117143411,342,.00071785529
4,0,7,3,15,7,1,1,0,1,.3975017020107126,0,1,1,1059,1,3.5,577,0,37,0
4,0,4,1,16,4,1,0,0,0,.1696160566642878,0,1,1,882,1,3,61,0,5,0
3.5,0,5,2,16,6,1,0,0,1,.2474837204921068,0,1,,942,1,3.5,313,.0003848619959488,,
2.5,0,2,3,18,5,1,0,0,0,.2222120113067029,0,1,,924,1,2.5,233,.0024393225917523,,
3,0,7,2,16,4,0,1,0,1,.5337071169347493,0,1,2,1230,1,2,773,.0003646052208318,265,.00036460522
2.5,1,7,3,17,6,0,1,1,1,.6458042142751865,1,1,,852,1,4,1348,.0008467468638294,497,.26497903
2,0,5,3,16,4,0,0,0,1,.4719557733060434,0,1,,1150,1,3,695,.0001155946092852,456,.061150104
4,1,6,3,12,5,1,1,0,0,.3470769579414372,1,1,2,493,1,4,1019,.0004493367177189,285,.00044933672
3,0,6,3,13,4,1,0,0,0,.2387529736587942,0,1,,937,1,3.5,287,.0017454438639139,,
4,1,3,1,15,6,1,0,1,0,.2344848609365301,1,1,6,272,1,2.5,931,0,21,0
3,0,5,2,13,4,0,0,1,1,.4854181461717766,0,1,2,1167,1,4,722,.0002478920752157,230,.00024789208
.5,1,5,1,12,4,0,0,0,1,.43448965207682,1,1,,629,1,2,1097,.0004406506587564,280,.00044065065
2,0,3,2,11,3,0,0,0,1,.4349303027355764,0,1,4,1098,1,2.5,629,.0002227637376714,280,.00044065065
3,0,2,1,14,1,1,0,1,0,.1316089178050925,0,1,,867,1,2.5,6,.0048850891487949,,
3,1,2,1,12,6,0,0,0,1,.4857534093603513,1,1,,722,1,3,1168,.0003352631885747,417,.0032413302
3,0,7,3,16,7,1,1,0,1,.3903800188625952,0,1,1,1054,1,4,564,0,34,0
3,0,7,3,16,3,1,1,0,1,.274123974485158,0,1,,963,1,3,379,.0008748587475156,,
2,0,7,2,11,6,1,1,1,0,.3800550250287515,0,1,1,1041,1,3,544,.0002052305332021,190,.00020523054
2.5,0,7,3,15,6,1,0,0,1,.2882840247087998,0,1,,976,1,3.5,394,.0001181313672824,377,.0012874904
3.5,0,3,1,12,6,1,0,1,0,.2518666498151156,0,1,,944,1,3,326,.0004533058152179,,
3,1,5,1,15,6,1,0,1,0,.2410399691155415,1,1,3,296,1,2.5,938,4.58982937621e-06,69,4.5898296e-06
2.5,0,2,1,17,3,1,0,1,0,.1554542360524061,0,1,,873,1,2.5,31,.001896578634726,,
3.5,1,2,1,16,6,0,0,0,0,.4494445923451691,1,1,3,665,1,2.5,1116,5.82898627244e-06,79,5.8289861e-06
2.5,0,2,1,16,4,1,0,1,0,.1802814073790046,0,1,,888,1,2.5,89,0,129,.000091063819
2.5,1,3,2,16,6,1,0,0,0,.2354756858410274,1,1,2,274,1,3,933,.0001657699566117,178,.00016576996
4,1,6,3,11,7,1,1,0,1,.4221572758546317,1,1,4,608,1,3.5,1081,9.19278495676e-06,85,9.1927850e-06
2,0,6,2,11,5,0,0,0,0,.5046593037356594,0,1,2,1192,1,1,743,.0001263438584975,154,.00012634386
4,0,6,2,13,6,1,1,0,1,.3452297171669197,0,1,1,1018,1,4,488,0,30,0
3.5,1,4,3,15,5,1,1,0,0,.3191958837713809,1,1,1,448,1,2.5,995,.0002074504140634,192,.00020745042
2.5,0,4,3,14,4,1,1,1,0,.3194033341854443,0,1,1,995,1,3.5,448,.0002074504140634,192,.00020745042
2.5,1,7,3,12,7,0,0,0,1,.6050435931692374,1,1,,830,1,2.5,1317,.0005585276998978,321,.00058220216
3,1,4,2,13,4,1,1,0,0,.2749988332326736,1,1,8,381,1,3.5,963,.0002123450324339,193,.00021234504
3.5,1,5,1,16,6,1,1,0,0,.2857018082912572,1,1,1,390,1,3.5,972,0,22,0
1,0,2,1,12,4,1,0,1,1,.2052690751659355,0,1,,909,1,3.5,175,.0008249379016057,,
3.5,1,5,3,16,3,1,1,0,1,.2671081117469446,1,1,2,365,1,3,955,.0000841706845874,119,.000084170686
1,1,1,1,15,5,1,0,1,0,.2044399590107024,1,1,6,169,1,2.5,908,0,14,0
2,0,5,2,14,4,0,0,1,0,.4711511577410646,0,1,,1149,1,3.5,691,.0004784186841448,458,.063102715
2.5,0,1,1,11,1,0,0,0,0,.3271894428051585,0,1,,1003,1,3.5,462,.0003846449537707,,
3,0,3,2,11,1,1,0,1,1,.1707859391784506,0,1,,884,1,2.5,65,.0002066446050935,,
2.5,0,3,2,16,4,0,0,1,0,.44804938146204,0,1,,1115,1,2.5,660,.0005741336201915,438,.0066619152
2.5,0,5,2,11,4,0,1,1,1,.5864923083644084,0,1,1,1294,1,4,819,0,60,0
2.5,0,4,2,13,4,1,0,0,0,.2072973606724033,0,1,,912,1,2.5,180,.0001618911504596,,
2.5,0,4,2,13,4,0,0,0,1,.4563067300525503,0,1,2,1128,1,2,669,.0000927420849792,132,.000092742084
